audio_input,text,languages_detected,is_code_switching,utterance_id,user_id,timestamp,llm_response,llm_response_phoneme,tts_output_file,latency_llm_s,latency_tts_s,error,detected_languages
2304_audio05.wav,"Ya akhi, uri dubuk fly ila jiddah al-usbu al-qadim, hal bisa bantu ajidah afdal schedule warih latanmu bashiroh.",['id'],True,audio05,2304,2026-05-31T00:10:20.591173,Saya tidak dapat menyediakan jadwal penerbangan secara langsung karena informasi tersebut selalu berubah. Anda sebaiknya menggunakan aplikasi pembanding tiket untuk menemukan jadwal terbaik yang sesuai dengan kebutuhan Anda.,Saya tidak dapat menyediakan jadwal penerbangan secara langsung karena informasi tersebut selalu berubah. Anda sebaiknya menggunakan aplikasi pembanding tiket untuk menemukan jadwal terbaik yang sesuai dengan kebutuhan Anda.,tts_2304_audio05.wav,22.306,3.624,,"id, en, ar"
2304_audio06.wav,Uridu arranged transport min cerdah ila Madinah Khoden.,[],True,audio06,2304,2026-05-31T00:10:52.547635,"Anda dapat memesan tiket kereta cepat Haramain secara daring untuk perjalanan yang lebih cepat dan nyaman. Sebagai alternatif, Anda bisa menggunakan bus SAPTCO atau layanan taksi pribadi untuk menuju Madinah.","Anda dapat memesan tiket kereta cepat Haramain secara daring untuk perjalanan yang lebih cepat dan nyaman. Sebagai alternatif, Anda bisa menggunakan bus SAPTCO atau layanan taksi pribadi untuk menuju Madinah.",tts_2304_audio06.wav,11.041,3.483,,"en, ar"
2304_audio07.wav,Book flight ke Jeddah lanjut ke Madinah. Schedule terbaik kapan?,['id'],True,audio07,2304,2026-05-31T00:11:13.097082,"Saya tidak dapat menentukan jadwal terbaik karena informasi penerbangan bersifat dinamis. Anda disarankan menggunakan aplikasi pembanding tiket untuk mendapatkan jadwal yang paling efisien. Setelah tiba di Jeddah, gunakan kereta cepat Haramain untuk melanjutkan perjalanan ke Madinah.","Saya tidak dapat menentukan jadwal terbaik karena informasi penerbangan bersifat dinamis. Anda disarankan menggunakan aplikasi pembanding tiket untuk mendapatkan jadwal yang paling efisien. Setelah tiba di Jeddah, gunakan kereta cepat Haramain untuk melanjutkan perjalanan ke Madinah.",tts_2304_audio07.wav,21.294,5.619,,"id, en, ar"
2304_audio11.wav,Kenapa fasting di Ramadan itu wajib bagi muslim?,['id'],False,audio11,2304,2026-05-31T00:12:09.647995,Puasa Ramadan wajib dilaksanakan karena merupakan salah satu dari lima rukun Islam. Perintah ini tertuang dalam Al-Qur'an dengan tujuan utama untuk meningkatkan ketakwaan kepada Allah SWT.,Puasa Ramadan wajib dilaksanakan karena merupakan salah satu dari lima rukun Islam. Perintah ini tertuang dalam Al-Qur'an dengan tujuan utama untuk meningkatkan ketakwaan kepada Allah SWT.,tts_2304_audio11.wav,25.463,5.607,,id
2304_audio15.wav,"Tolong buat checklist persiapan umroh, termasuk barang wajib di bawah.",['id'],False,audio15,2304,2026-05-31T00:12:46.746249,"Siapkan dokumen penting seperti paspor dan visa serta perlengkapan ibadah seperti kain ihram. Bawalah juga obat-obatan pribadi, pakaian yang nyaman, dan perlengkapan mandi untuk menunjang kenyamanan Anda.","Siapkan dokumen penting seperti paspor dan visa serta perlengkapan ibadah seperti kain ihram. Bawalah juga obat-obatan pribadi, pakaian yang nyaman, dan perlengkapan mandi untuk menunjang kenyamanan Anda.",tts_2304_audio15.wav,40.663,3.711,,id
2304_audio18.wav,I feel overwhelmed dengan persiapan umroh. Ada tips sederhana?,['id'],True,audio18,2304,2026-05-31T00:13:37.137185,"Buatlah daftar prioritas agar Anda dapat menyelesaikan persiapan secara bertahap. Fokuslah pada satu tugas dalam satu waktu dan jangan ragu meminta bantuan agen perjalanan. Selain itu, jagalah kesehatan fisik serta ketenangan pikiran agar ibadah berjalan lancar.","Buatlah daftar prioritas agar Anda dapat menyelesaikan persiapan secara bertahap. Fokuslah pada satu tugas dalam satu waktu dan jangan ragu meminta bantuan agen perjalanan. Selain itu, jagalah kesehatan fisik serta ketenangan pikiran agar ibadah berjalan lancar.",tts_2304_audio18.wav,27.678,4.486,,"id, en"
2306_Audio01.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,['id'],True,Audio01,2306,2026-05-31T00:14:15.314251,Saya tidak memiliki akses untuk memesan tiket pesawat atau mengatur jadwal penerbangan Anda secara langsung. Silakan gunakan aplikasi perjalanan atau situs web resmi maskapai untuk mencari jadwal terbaik.,Saya tidak memiliki akses untuk memesan tiket pesawat atau mengatur jadwal penerbangan Anda secara langsung. Silakan gunakan aplikasi perjalanan atau situs web resmi maskapai untuk mencari jadwal terbaik.,tts_2306_Audio01.wav,7.464,3.314,,"id, en, ar"
2306_Audio02.wav,Aku butuh travel umur simple tapi include Madinah visit.,['id'],True,Audio02,2306,2026-05-31T00:14:32.105311,"Anda dapat mencari paket umrah reguler yang sudah mencakup jadwal kunjungan ke Madinah dalam itinerarinya. Pastikan paket tersebut sudah meliputi kebutuhan dasar seperti visa, akomodasi, dan transportasi agar perjalanan lebih praktis.","Anda dapat mencari paket umrah reguler yang sudah mencakup jadwal kunjungan ke Madinah dalam itinerarinya. Pastikan paket tersebut sudah meliputi kebutuhan dasar seperti visa, akomodasi, dan transportasi agar perjalanan lebih praktis.",tts_2306_Audio02.wav,11.123,3.897,,"id, en, ar"
2306_Audio03.wav,Can you help? Aku alrits transport dari Jabodah ke Madinah tomorrow.,"['id', 'en']",True,Audio03,2306,2026-05-31T00:14:53.147549,"Anda dapat memesan tiket kereta cepat Haramain secara daring untuk perjalanan yang paling efisien. Selain itu, Anda bisa menggunakan bus SAPTCO atau layanan taksi untuk menuju Madinah.","Anda dapat memesan tiket kereta cepat Haramain secara daring untuk perjalanan yang paling efisien. Selain itu, Anda bisa menggunakan bus SAPTCO atau layanan taksi untuk menuju Madinah.",tts_2306_Audio03.wav,15.466,3.265,,"id, en, ar"
2306_Audio04.wav,Explore step by step cara apply visa Saudi dengan benar,['id'],True,Audio04,2306,2026-05-31T00:15:17.902346,Kunjungi situs resmi visa Arab Saudi atau hubungi agen perjalanan untuk memulai pendaftaran. Lengkapi formulir serta unggah dokumen wajib seperti paspor dan foto terbaru. Lakukan pembayaran biaya visa dan tunggu hingga proses persetujuan selesai.,Kunjungi situs resmi visa Arab Saudi atau hubungi agen perjalanan untuk memulai pendaftaran. Lengkapi formulir serta unggah dokumen wajib seperti paspor dan foto terbaru. Lakukan pembayaran biaya visa dan tunggu hingga proses persetujuan selesai.,tts_2306_Audio04.wav,18.459,4.482,,"id, en"
2306_Audio05.wav,"Ya akhi, uridu, buku laik ila jidda, al-usbu, al-qadim, hal bisibantu ajidda afdal skicul wari latat mubasyurah.",[],False,Audio05,2306,2026-05-31T00:15:46.864744,Saya tidak dapat melakukan pemesanan tiket secara langsung atau menyediakan jadwal penerbangan secara real-time. Anda dapat mencari jadwal terbaik melalui aplikasi pembanding tiket atau situs web resmi maskapai penerbangan.,Saya tidak dapat melakukan pemesanan tiket secara langsung atau menyediakan jadwal penerbangan secara real-time. Anda dapat mencari jadwal terbaik melalui aplikasi pembanding tiket atau situs web resmi maskapai penerbangan.,tts_2306_Audio05.wav,10.216,3.622,,ar
2306_Audio06.wav,Uridu Restoransport menciptah ila Madinah Gaden,[],False,Audio06,2306,2026-05-31T00:16:06.728393,Anda dapat memesan tiket kereta cepat Haramain secara daring untuk perjalanan yang lebih cepat dan nyaman. Alternatif lainnya adalah menggunakan layanan bus SAPTCO atau taksi pribadi untuk menuju Madinah.,Anda dapat memesan tiket kereta cepat Haramain secara daring untuk perjalanan yang lebih cepat dan nyaman. Alternatif lainnya adalah menggunakan layanan bus SAPTCO atau taksi pribadi untuk menuju Madinah.,tts_2306_Audio06.wav,10.876,3.345,,ar
2306_Audio11.wav,Kenapa fasting di Ramadan itu wajib bagi muslim?,['id'],False,Audio11,2306,2026-05-31T00:16:26.975900,Puasa Ramadan adalah wajib karena merupakan salah satu dari lima rukun Islam. Perintah ini bertujuan agar umat Muslim mencapai derajat ketakwaan yang lebih tinggi sesuai dengan ajaran Al-Qur'an.,Puasa Ramadan adalah wajib karena merupakan salah satu dari lima rukun Islam. Perintah ini bertujuan agar umat Muslim mencapai derajat ketakwaan yang lebih tinggi sesuai dengan ajaran Al-Qur'an.,tts_2306_Audio11.wav,9.08,3.621,,id
2306_Audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,['id'],True,Audio12,2306,2026-05-31T00:16:45.698089,"Anda dapat mengurus visa umrah dengan menggunakan jasa agen perjalanan resmi yang sudah terdaftar. Selain itu, pendaftaran mandiri kini dapat dilakukan melalui aplikasi Nusuk atau situs resmi visa Arab Saudi.","Anda dapat mengurus visa umrah dengan menggunakan jasa agen perjalanan resmi yang sudah terdaftar. Selain itu, pendaftaran mandiri kini dapat dilakukan melalui aplikasi Nusuk atau situs resmi visa Arab Saudi.",tts_2306_Audio12.wav,14.795,3.955,,"id, en, ar"
2306_Audio13.wav,Jelaskan step by step cara booking flight ke jadah secara online.,['id'],True,Audio13,2306,2026-05-31T00:17:10.472841,Kunjungi situs resmi maskapai atau aplikasi pembanding tiket untuk mencari penerbangan ke Jeddah. Masukkan tanggal keberangkatan dan pilih jadwal penerbangan yang tersedia. Lengkapi data penumpang lalu selesaikan pembayaran melalui metode yang disediakan.,Kunjungi situs resmi maskapai atau aplikasi pembanding tiket untuk mencari penerbangan ke Jeddah. Masukkan tanggal keberangkatan dan pilih jadwal penerbangan yang tersedia. Lengkapi data penumpang lalu selesaikan pembayaran melalui metode yang disediakan.,tts_2306_Audio13.wav,29.653,4.759,,"id, en"
2306_Audio14.wav,How to prepare dokumen umroh dari Indonesia dengan benar,['id'],True,Audio14,2306,2026-05-31T00:17:50.905065,Siapkan paspor dengan masa berlaku minimal enam bulan serta dokumen identitas diri yang valid. Uruslah visa umrah melalui agen perjalanan resmi atau platform resmi pemerintah Arab Saudi. Pastikan juga Anda telah melengkapi persyaratan kesehatan dan dokumen pendukung lainnya yang diperlukan.,Siapkan paspor dengan masa berlaku minimal enam bulan serta dokumen identitas diri yang valid. Uruslah visa umrah melalui agen perjalanan resmi atau platform resmi pemerintah Arab Saudi. Pastikan juga Anda telah melengkapi persyaratan kesehatan dan dokumen pendukung lainnya yang diperlukan.,tts_2306_Audio14.wav,9.579,4.998,,"id, en"
2306_Audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa.,[],False,Audio15,2306,2026-05-31T00:18:11.500354,"Siapkan dokumen penting seperti paspor, visa, dan bukti vaksinasi. Bawalah perlengkapan ibadah seperti kain ihram, pakaian sopan, serta obat-obatan pribadi. Pastikan juga membawa perlengkapan mandi dan alas kaki yang nyaman untuk menunjang kelancaran ibadah Anda.","Siapkan dokumen penting seperti paspor, visa, dan bukti vaksinasi. Bawalah perlengkapan ibadah seperti kain ihram, pakaian sopan, serta obat-obatan pribadi. Pastikan juga membawa perlengkapan mandi dan alas kaki yang nyaman untuk menunjang kelancaran ibadah Anda.",tts_2306_Audio15.wav,23.239,5.104,,ar
2307_audio01.wav,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,['id'],True,audio01,2307,2026-05-31T00:18:45.888397,Saya tidak dapat melakukan pemesanan tiket atau mengatur jadwal penerbangan secara langsung. Anda dapat menggunakan aplikasi perjalanan atau situs web resmi maskapai untuk mencari jadwal yang tersedia.,Saya tidak dapat melakukan pemesanan tiket atau mengatur jadwal penerbangan secara langsung. Anda dapat menggunakan aplikasi perjalanan atau situs web resmi maskapai untuk mencari jadwal yang tersedia.,tts_2307_audio01.wav,10.414,4.243,,"id, en, ar"
2307_audio02.wav,"Aku butuh travel omrah, simple, tapi include Madinah visit.",['id'],True,audio02,2307,2026-05-31T00:19:06.553589,"Anda dapat mencari paket umrah reguler yang sudah mencakup kunjungan ke Madinah dalam jadwal perjalanannya. Pastikan paket tersebut sudah meliputi visa, akomodasi, dan transportasi agar perjalanan Anda lebih praktis.","Anda dapat mencari paket umrah reguler yang sudah mencakup kunjungan ke Madinah dalam jadwal perjalanannya. Pastikan paket tersebut sudah meliputi visa, akomodasi, dan transportasi agar perjalanan Anda lebih praktis.",tts_2307_audio02.wav,13.264,3.872,,"id, en, ar"
2307_audio03.wav,can you help aku arrange transport dari jeddah ke madinah tomorrow,"['id', 'en']",True,audio03,2307,2026-05-31T00:19:29.710176,"Saya tidak dapat melakukan pemesanan transportasi secara langsung. Anda dapat menggunakan kereta cepat Haramain, bus SAPTCO, atau layanan taksi untuk perjalanan tersebut.","Saya tidak dapat melakukan pemesanan transportasi secara langsung. Anda dapat menggunakan kereta cepat Haramain, bus SAPTCO, atau layanan taksi untuk perjalanan tersebut.",tts_2307_audio03.wav,28.01,3.321,,"id, en, ar"
2307_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],True,audio04,2307,2026-05-31T00:20:07.060195,"Kunjungi situs resmi visa Arab Saudi atau gunakan aplikasi Nusuk untuk memulai pendaftaran. Lengkapi formulir digital serta unggah dokumen pendukung seperti paspor dan foto terbaru. Setelah itu, lakukan pembayaran biaya visa dan tunggu hingga proses persetujuan selesai.","Kunjungi situs resmi visa Arab Saudi atau gunakan aplikasi Nusuk untuk memulai pendaftaran. Lengkapi formulir digital serta unggah dokumen pendukung seperti paspor dan foto terbaru. Setelah itu, lakukan pembayaran biaya visa dan tunggu hingga proses persetujuan selesai.",tts_2307_audio04.wav,11.078,5.038,,"id, en"
2307_audio05.wav,"Ya aki, uridu buk flight ila jaddah al-usbu al-qadim. Hal bisa bantu, ajid afdal, skejul warih watan, mubasyir watan.",['id'],True,audio05,2307,2026-05-31T00:20:29.198475,Saya tidak dapat melakukan pemesanan tiket atau memberikan jadwal penerbangan secara langsung. Anda sebaiknya menggunakan aplikasi pembanding tiket atau situs web resmi maskapai untuk mendapatkan jadwal terbaik.,Saya tidak dapat melakukan pemesanan tiket atau memberikan jadwal penerbangan secara langsung. Anda sebaiknya menggunakan aplikasi pembanding tiket atau situs web resmi maskapai untuk mendapatkan jadwal terbaik.,tts_2307_audio05.wav,8.974,4.005,,"id, en, ar"
2307_audio06.wav,Uridu arrange transport min jerdah ila Madinah Khadan.,[],True,audio06,2307,2026-05-31T00:20:48.197334,"Anda dapat menggunakan kereta cepat Haramain untuk perjalanan yang lebih cepat dan nyaman. Sebagai alternatif, Anda bisa menggunakan layanan bus SAPTCO atau taksi pribadi menuju Madinah.","Anda dapat menggunakan kereta cepat Haramain untuk perjalanan yang lebih cepat dan nyaman. Sebagai alternatif, Anda bisa menggunakan layanan bus SAPTCO atau taksi pribadi menuju Madinah.",tts_2307_audio06.wav,9.194,3.309,,"en, ar"
2307_audio07.wav,"Book flight ke Jeddah, lalu lanjut ke Madinah. Schedule terbaik, kapan?",['id'],True,audio07,2307,2026-05-31T00:21:06.753737,"Saya tidak dapat melakukan pemesanan tiket atau menentukan jadwal terbaik karena informasi penerbangan bersifat dinamis. Anda disarankan menggunakan aplikasi pembanding tiket untuk mencari jadwal yang paling sesuai. Setelah tiba di Jeddah, Anda dapat menggunakan kereta cepat Haramain untuk melanjutkan perjalanan ke Madinah.","Saya tidak dapat melakukan pemesanan tiket atau menentukan jadwal terbaik karena informasi penerbangan bersifat dinamis. Anda disarankan menggunakan aplikasi pembanding tiket untuk mencari jadwal yang paling sesuai. Setelah tiba di Jeddah, Anda dapat menggunakan kereta cepat Haramain untuk melanjutkan perjalanan ke Madinah.",tts_2307_audio07.wav,28.486,5.511,,"id, en, ar"
2307_audio10.wav,Apa perbedaan umrah dan haji secara detail dalam Islam?,['id'],True,audio10,2307,2026-05-31T00:21:46.777086,"Haji adalah ibadah wajib yang dilakukan pada waktu tertentu dan mencakup rukun seperti wukuf di Arafah. Sebaliknya, umrah dapat dilakukan kapan saja dan tidak menyertakan prosesi wukuf dalam rangkaian ibadahnya.","Haji adalah ibadah wajib yang dilakukan pada waktu tertentu dan mencakup rukun seperti wukuf di Arafah. Sebaliknya, umrah dapat dilakukan kapan saja dan tidak menyertakan prosesi wukuf dalam rangkaian ibadahnya.",tts_2307_audio10.wav,8.718,3.691,,"id, ar"
2307_audio15.wav,Tolong buat checklist persiapan umroh termasuk barang wajib di bawah.,['id'],False,audio15,2307,2026-05-31T00:22:05.212177,"Siapkan dokumen penting seperti paspor, visa, dan sertifikat vaksinasi. Bawalah perlengkapan ibadah seperti kain ihram, alat salat, serta obat-obatan pribadi. Pastikan juga membawa pakaian yang nyaman dan perlengkapan mandi untuk kebutuhan Anda.","Siapkan dokumen penting seperti paspor, visa, dan sertifikat vaksinasi. Bawalah perlengkapan ibadah seperti kain ihram, alat salat, serta obat-obatan pribadi. Pastikan juga membawa pakaian yang nyaman dan perlengkapan mandi untuk kebutuhan Anda.",tts_2307_audio15.wav,34.571,4.498,,id
2307_audio17.wav,Menurut kamu belajar bahasa Arab itu susah nggak untuk pemula?,['id'],False,audio17,2307,2026-05-31T00:22:50.299138,"Belajar bahasa Arab dapat terasa menantang bagi pemula karena perbedaan aksara dan sistem tata bahasanya. Namun, tingkat kesulitan ini sangat bergantung pada metode belajar serta konsistensi Anda dalam berlatih.","Belajar bahasa Arab dapat terasa menantang bagi pemula karena perbedaan aksara dan sistem tata bahasanya. Namun, tingkat kesulitan ini sangat bergantung pada metode belajar serta konsistensi Anda dalam berlatih.",tts_2307_audio17.wav,16.785,3.835,,id
2308_audio01.wav,Aku mau book flight ke jedah minggu depan. Bisa bantu schedule?,['id'],True,audio01,2308,2026-05-31T00:23:16.939543,Saya tidak dapat melakukan pemesanan tiket atau mengatur jadwal penerbangan secara langsung. Anda dapat menggunakan aplikasi perjalanan atau situs web resmi maskapai untuk mencari jadwal yang tersedia.,Saya tidak dapat melakukan pemesanan tiket atau mengatur jadwal penerbangan secara langsung. Anda dapat menggunakan aplikasi perjalanan atau situs web resmi maskapai untuk mencari jadwal yang tersedia.,tts_2308_audio01.wav,17.753,3.787,,"id, en"
2308_audio02.wav,Aku butuh travel umroh simple tapi include Madinah visit.,['id'],True,audio02,2308,2026-05-31T00:23:44.489052,"Anda dapat mencari paket umrah reguler yang menyertakan jadwal kunjungan ke Madinah dalam itinerarinya. Pastikan paket tersebut sudah mencakup visa, akomodasi, dan transportasi agar perjalanan Anda lebih praktis.","Anda dapat mencari paket umrah reguler yang menyertakan jadwal kunjungan ke Madinah dalam itinerarinya. Pastikan paket tersebut sudah mencakup visa, akomodasi, dan transportasi agar perjalanan Anda lebih praktis.",tts_2308_audio02.wav,9.619,3.55,,"id, en, ar"
2308_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"['id', 'en']",True,audio03,2308,2026-05-31T00:24:03.680717,"Saya tidak dapat melakukan pemesanan transportasi secara langsung. Anda dapat menggunakan layanan kereta cepat Haramain, bus SAPTCO, atau taksi untuk perjalanan tersebut.","Saya tidak dapat melakukan pemesanan transportasi secara langsung. Anda dapat menggunakan layanan kereta cepat Haramain, bus SAPTCO, atau taksi untuk perjalanan tersebut.",tts_2308_audio03.wav,15.76,3.024,,"id, en, ar"
2308_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,['id'],True,audio04,2308,2026-05-31T00:24:28.497073,Kunjungi situs resmi visa Arab Saudi atau aplikasi Nusuk untuk memulai pendaftaran. Lengkapi formulir serta unggah dokumen pendukung seperti paspor dan foto terbaru. Lakukan pembayaran biaya visa dan tunggu hingga proses persetujuan selesai.,Kunjungi situs resmi visa Arab Saudi atau aplikasi Nusuk untuk memulai pendaftaran. Lengkapi formulir serta unggah dokumen pendukung seperti paspor dan foto terbaru. Lakukan pembayaran biaya visa dan tunggu hingga proses persetujuan selesai.,tts_2308_audio04.wav,23.548,4.318,,"id, en"
2308_audio05.wav,"Ya Akhi, uridu bukflaik ila jedah al-usbu' al-qadim, hal bisa bantu ajidah afdol skejul warih latan mubashiroh?",['id'],True,audio05,2308,2026-05-31T00:25:02.383990,Saya tidak dapat melakukan pemesanan tiket atau menyediakan jadwal penerbangan secara langsung. Anda disarankan menggunakan aplikasi pembanding tiket atau situs resmi maskapai untuk mencari jadwal terbaik.,Saya tidak dapat melakukan pemesanan tiket atau menyediakan jadwal penerbangan secara langsung. Anda disarankan menggunakan aplikasi pembanding tiket atau situs resmi maskapai untuk mencari jadwal terbaik.,tts_2308_audio05.wav,9.855,3.335,,"id, ar"
2308_audio06.wav,Uridu arranged transport min jeddah ila Madinah Wadan.,[],True,audio06,2308,2026-05-31T00:25:21.592550,"Saya tidak dapat membantu melakukan pemesanan transportasi secara langsung. Anda dapat menggunakan kereta cepat Haramain, bus SAPTCO, atau layanan taksi untuk perjalanan tersebut.","Saya tidak dapat membantu melakukan pemesanan transportasi secara langsung. Anda dapat menggunakan kereta cepat Haramain, bus SAPTCO, atau layanan taksi untuk perjalanan tersebut.",tts_2308_audio06.wav,9.083,3.549,,"en, ar"
